Stephanus,δ̄i	Stephanus , δ̄i
δalmati⁹⁊Girarδ⁹armig̃.Aδ	δalmati ⁹⁊ Girarδ ⁹ armig̃ . Aδ
cuj⁹reiteſtimoniũegoStph̃sRegniaciabbas⁊	cuj ⁹ rei teſtimoniũ ego Stph̃s Regniaci abbas ⁊
egoArmann⁹Eδueñarchiδ̃,	ego Armann ⁹ Eδueñ archiδ̃ ,
p̃ſentempaginãcorroboravim	p̃ſentem paginã corroboravim
⁹.Annoṽbiincarnatimilleſimocenteſimo	⁹. Anno ṽbi incarnati milleſimo centeſimo
qͥnqͣgeſimoscδo	qͥnqͣgeſimo scδo
.EgoBernarduſ	. Ego Bernarduſ
eratint̃ritorioFrauxini	erat in t̃ritorio Frauxini
exceptiſviriſetmulierib⁹,ꝓſexlibriſin	exceptiſ viriſ et mulierib ⁹, ꝓ ſex libriſ in
vaδimoniummiſiſſe.Quanδovͦeiſſexlibraſꝑſolverim⁹,	vaδimonium miſiſſe . Quanδo vͦ eiſ ſex libraſꝑſolverim ⁹,
quicquiδꝓeiſδem	quicquiδꝓ eiſδem
mittimuſhabebimuſ.Siquiſaliquameiſcalumpniamde	mittimuſ habebimuſ . Si quiſ aliquam eiſ calumpniam de
p̃δictat̃rainjuſteintulerit,	p̃δicta t̃ra injuſte intulerit ,
ubicumq;	ubicumq ;
eiſneceſſefueritvelquanδocũq;noſinδefiδelit̃commonuerint	eiſ neceſſe fuerit vel quanδocũq ; noſ inδe fiδelit̃ commonuerint
utjuſticiaexegerit,contͣomneſhomineſ	ut juſticia exegerit , contͣ omneſ homineſ
cumlauδeClementiſLupi,	cum lauδe Clementiſ Lupi ,
tuncpͥoriſδe	tunc pͥoriſδe
ſtormaro,etReinalδimajoriſ.Aδmunimen	ſtormaro , et Reinalδi majoriſ . Aδ munimen
gͥhujuſrei,ſigillumnr̃m	gͥ hujuſ rei , ſigillum nr̃m
negarevelinfringeremoliat᷑.S;ſcienδũ	negare vel infringere moliat᷑ . S ; ſcienδũ
⁹pͥvionenſiſẽẽmonetę.Anno	⁹ pͥvionenſiſ ẽẽ monetę . Anno
abincarnationeδñiM.	ab incarnatione δñi M .
C.L.VIIII.Contentio	C . L . VIIII . Contentio
Milonẽ,comitẽdeBarro	Milonẽ , comitẽ de Barro
,⁊RainardũdeMonte	,⁊ Rainardũ de Monte
Barrodedeſertoqd̃dr̃	Barro de deſerto qd̃ dr̃
Fontane—dicentevidelicetRainardoqd̃	Fontane — dicente videlicet Rainardo qd̃
aliqͣparſilli⁹adjuſſuũ	aliqͣ parſ illi ⁹ ad juſ ſuũ
qͥcqͥdineo	qͥcqͥd in eo
ſuũerat,econtͣcomeſęccłięJuliaci	ſuũ erat , econtͣ comeſ ęccłię Juliaci
parteſuꝑmemoratã	parte ſuꝑ memoratã
terrã⁊facta9cordit̃	terrã ⁊ facta 9cordit̃
ẽcontentio.Eſtautẽdiviſiotał.Aſemita	ẽ contentio . Eſt autẽ diviſio tał . A ſemita
Fontanisadſanaveiũ,parſilla	Fontanis ad ſanaveiũ , parſ illa
t̃ręquęjacet	t̃rę quę jacet
verſ⁹Laniamviłła,Fontanetitota9ceſſaẽ	verſ ⁹ Laniam viłła , Fontaneti tota 9ceſſa ẽ
monaſt̃io,laudantep̃dictoMilonecomite.Ex	monaſt̃io , laudante p̃dicto Milone comite . Ex
aliaveroparteſemitedataẽęccłięJuliaci	alia vero parte ſemite data ẽ ęccłię Juliaci
.IIIIor.querc⁹adhocſignataſ	. IIIIor . querc ⁹ ad hoc ſignataſ
,uſq;adſpinetũqd̃ẽinvalle	, uſq ; ad ſpinetũ qd̃ ẽ in valle
,qd̃7̃inſignũ	, qd̃ 7̃ in ſignũ
numquãexcidendũẽẽ	numquã excidendũ ẽẽ
ſtatutũẽ⁊exindeꝑmediũfunδũvałłuſq	ſtatutũ ẽ ⁊ ex inde ꝑ mediũ funδũ vałł uſq
;adfinagiũVirdiniaci,itautparſδeverſ	; ad finagiũ Virdiniaci , ita ut parſ δeverſ
⁹ſilvamquęvocat᷑Fraciainjuſveniretmonialiũ.	⁹ ſilvam quę vocat᷑ Fracia in juſ veniret monialiũ .
,injuſtranſiretmonachoꝝ.Taligͥpartitioni	, in juſ tranſiret monachoꝝ . Tali gͥ partitioni
ambęęccłięp̃dicteinvicẽadquiever̃t.Poſtea	ambę ęccłię p̃dicte invicẽ adquiever̃t . Poſtea
vͦindieb;Wilenci,Mołmenſiſ	vͦ in dieb ; Wilenci , Mołmenſiſ
abb̃is,⁊ArnaldiFontanetenſiſdeuſib	abb̃is ,⁊ Arnaldi Fontanetenſiſ de uſib
⁹nemoꝝad	⁹ nemoꝝ ad
Fontanaſꝑtinenciũ⁊	Fontanaſ ꝑtinenciũ ⁊
ſilvequęFraciavocat᷑⁊	ſilve quę Fracia vocat᷑ ⁊
Juliacenſeſdiſſenſioſepi⁹	Juliacenſeſ diſſenſio ſepi ⁹
oriebat᷑.Dicebantenĩfr̃ſdeFontaniſſui	oriebat᷑ . Dicebant enĩ fr̃ſ de Fontaniſ ſui
ẽẽjuriſinp̃dictaſilvalignatamad	ẽẽ juriſ in p̃dicta ſilva ligna tam ad
ardendũꝙͣadędificandũqͣntũeiſeſſetneceſſariũ	ardendũ ꝙͣ ad ędificandũ qͣntũ eiſ eſſet neceſſariũ
,paſtionẽ7̃porcoꝝ,ſiafforet,	, paſtionẽ 7̃ porcoꝝ , ſi afforet ,
paciꝓvidenteſ	paci ꝓvidenteſ
parit̃9venert̃⁊aſſenſucapituli	parit̃ 9venert̃ ⁊ aſſenſu capituli
Mołmenſiſ⁊Fontanetenſiſ	Mołmenſiſ ⁊ Fontanetenſiſ
⁊7̃Juliacenſiſfirmit̃ſtatuert̃utneq	⁊ 7̃ Juliacenſiſ firmit̃ ſtatuert̃ ut neq
;Fontanetenſeſ,neq;Juliacenſeſuſũquẽin	; Fontanetenſeſ , neq ; Juliacenſeſ uſũ quẽ in
ſupͣdictiſnemorib⁹ſeinvicẽ	ſupͣdictiſ nemorib ⁹ ſe invicẽ
hab̃ereclamabant,ult̃i⁹haberent.ſedqͥſq	hab̃e reclamabant , ult̃i ⁹ haberent . ſed qͥſq
;eoꝝquęſua	; eoꝝ quę ſua
deJuliacoſuaędificiaconſtruerẽt⁊	de Juliaco ſua ędificia conſtruerẽt ⁊
puteũfoderent⁊nonlicẽteiſdeputeo	puteũ foderent ⁊ non licẽt eiſ de puteo
deFontaniſaquãhaurirene	de Fontaniſ aquã haurire ne
indediſcordieoccaſiooriret᷑ſieiſdẽaquiſ	inde diſcordie occaſio oriret᷑ ſi eiſdẽ aquiſ
ambędom⁹fruerent᷑.Statutũ	ambę dom ⁹ fruerent᷑ . Statutũ
illarũdomuũfeminãlic̃ethab̃eadhabitandũ	illarũ domuũ feminã lic̃et hab̃e ad habitandũ
.Primędiviſioniſteſteſſt̃	. Primę diviſioniſ teſteſſt̃
abbaſde	abbaſ de
Fontaneto;Bernard⁹,abbaſdeClaraValle	Fontaneto ; Bernard ⁹, abbaſ de Clara Valle
;Guido,fr̃ej⁹;	; Guido , fr̃ ej ⁹;
Guido⁊Arulfuſ	Guido ⁊ Arulfuſ
deJuliaco;Milocomeſ	de Juliaco ; Milo comeſ
;Bonet⁹dem̃cennaco.Concordięautẽ	; Bonet ⁹ de m̃cennaco . Concordię autẽ
deuſib⁹nemoꝝfactę	de uſib ⁹ nemoꝝ factę
exparteJuliaci:ThomaſMołm̃ſiſ	ex parte Juliaci : Thomaſ Mołm̃ſiſ
pͥor;Hugo	pͥor ; Hugo
,pͥorJuliaci;Guido,camerari⁹;	, pͥor Juliaci ; Guido , camerari ⁹;
;Galter	; Galter
⁹,9ṽſ⁹;Guib̃t⁹.Exparte	⁹, 9ṽſ ⁹; Guib̃t ⁹. Ex parte
Fontaneti:Guiłłm⁹deſcarleiiſ;Milode	Fontaneti : Guiłłm ⁹ de ſcarleiiſ ; Milo de
Tilia,monachi.Exutraq;	Tilia , monachi . Ex utraq ;
parte:Hunb̃t⁹,decan⁹Lingonenſiſ	parte : Hunb̃t ⁹, decan ⁹ Lingonenſiſ
,Ponti⁹deVarzeio	, Ponti ⁹ de Varzeio
deBarro.Utconcordiaiſtarata⁊inconcuſſa	de Barro . Ut concordia iſta rata ⁊ inconcuſſa
ꝑmañet,p̃dictiabb̃esſigilloꝝſuoꝝimpreſſione,necñ	ꝑmañet , p̃dicti abb̃es ſigilloꝝ ſuoꝝ impreſſione , necñ
7̃auctoritateſigilliGodefridiLingonenſiſ	7̃ auctoritate ſigilli Godefridi Lingonenſiſ
ep̃ieandemTER	ep̃i eandem TER
MU.EgoGODEFRIDUS,deigratia	MU . Ego GODEFRIDUS , dei gratia
preſullingonenſis,tampoſteriſ	preſul lingonenſis , tam poſteriſ
quammoderniſnotificoqd̃	quam moderniſ notifico qd̃
ſilve,quePrateedicitur	ſilve , que Pratee dicitur
,infinibusFontanaruminom̃s	, in finibus Fontanarum in om̃s
eorumuſus,exceptoqδ̃abinitio	eorum uſus , excepto qδ̃ ab initio
apͥlisuſq;aδfinemauguſtiobſervabuntne	apͥlis uſq ; aδ finem auguſti obſervabunt ne
pecoraſuafęnaſecandaδevaſtent.Actum	pecora ſua fęna ſecanda δevaſtent . Actum
MonteBarripublicein	Monte Barri publice in
manuArnauδiabb̃is&	manu Arnauδi abb̃is &
ꝑAndreeMontiſBarridñi	ꝑ Andree Montiſ Barri dñi
manum,decujuſcaſamentolocuſ	manum , de cujuſ caſamento locuſ
prenominatuſẽ.Affueruntautemutexmultiſteſtibus	prenominatuſẽ . Affuerunt autem ut ex multiſ teſtibus
aliquoſproferamuſ:SymondeCurtengi	aliquoſ proferamuſ : Symon de Curtengi
,Rob̃tuſdesc̃aColumba.	, Rob̃tuſ de sc̃a Columba .
Uxorqͦ;ipſiuſMiloniſfiliuſq;Gothefriδuſquę	Uxor qͦ ; ipſiuſ Miloniſ filiuſq ; Gothefriδuſ quę
abeodeterminatafuerantlaudaverunt.Unδeſuntteſteſ	ab eo determinata fuerant laudaverunt . Unδe ſunt teſteſ
:Gothefriduſ	: Gothefriduſ
deJaniaco⁊privignuſejuſGaufriduſ,Wiłłm⁹Ruffuſ	de Janiaco ⁊ privignuſ ejuſ Gaufriduſ , Wiłłm ⁹ Ruffuſ
,Alb̃icuſ	, Alb̃icuſ
deNiceto,AnſeycuſdeVillaδei,Henricuſ.	de Niceto , Anſeycuſ de Villa δei , Henricuſ .
Fontenetenſesveroconceſſeruntilliet	Fontenetenſes vero conceſſerunt illi et
anteceſſoribusejuſomnium	anteceſſoribus ejuſ omnium
beneficiorumſuorumparticipationem	beneficiorum ſuorum participationem
.Dederuntetiameicaballum	. Dederunt etiam ei caballum
unum,centumſolidorum,uxoriautemilliuſſolidos	unum , centum ſolidorum , uxori autem illiuſ ſolidos
deigrãEduenſisepc̃,tamfuturiſ	dei grã Eduenſis epc̃ , tam futuriſ
quãpreſentib;presentibus	quã preſentib ; presentibus
notũfacioqδ̃Rogeruſdeſinemuro,lauδante	notũ facio qδ̃ Rogeruſ de ſinemuro , lauδante
inmanuδilectifr̃isnr̃i	in manu δilecti fr̃is nr̃i
Arnauδiabb̃istotumintegͣlitercaſamentũqδ̃Richarδ⁹	Arnauδi abb̃is totum integͣliter caſamentũ qδ̃ Richarδ ⁹
deCurteRaboδiabipſotenebatinfinib;Fraxini	de Curte Raboδi ab ipſo tenebat in finib ; Fraxini
,qδ̃idemRicharδ⁹eccłięFontenet̃dederat.	, qδ̃ idem Richarδ ⁹ eccłię Fontenet̃ dederat .
Retinuitaut̃idemRogeruſ	Retinuit aut̃ idem Rogeruſ
tantummͦhomineſquideeoδemcaſamentoerant&habuitde	tantummͦ homineſ qui de eoδem caſamento erant & habuit de
beneficioeccłiędecemlibras.	beneficio eccłię decem libras .
ActumeſthocꝑmanũAnδreeMontiſBarriδñi,	Actum eſt hoc ꝑ manũ Anδree Montiſ Barri δñi ,
quemRogeruſfidejuſſorem	quem Rogeruſ fidejuſſorem
δediteccłię,qδ̃hocdonum	δedit eccłię , qδ̃ hoc donum
firmiterſervaret.Teſteshujuſdoniſunt	firmiter ſervaret . Teſtes hujuſ doni ſunt
AnδreaſMontiſBarridñs,SymondeCurtengi,Teobalδ	Anδreaſ Montiſ Barri dñs , Symon de Curtengi , Teobalδ
Wiłłm⁹cell̃ariuſ,HugoδeCurteRabodi,monach̃	Wiłłm ⁹ cell̃ariuſ , Hugo δe Curte Rabodi , monach̃
Fontenet̃.EGOHenricuſ,dei	Fontenet̃ . EGO Henricuſ , dei
grãEduenſisepiſcopus,tamfuturiſquãpreſentib;	grã Eduenſis epiſcopus , tam futuriſ quã preſentib ;
notumfacioqδ̃Umb̃tus	notum facio qδ̃ Umb̃tus
,filieHugoniſdeCurteRabodi,guerpiviteccłię	, filie Hugoniſ de Curte Rabodi , guerpivit eccłię
quãmoveratſuꝑpaſturadeMonaſteriolo	quã moverat ſuꝑ paſtura de Monaſteriolo
.Habuerũt	. Habuerũt
paſturaδeMonaſteriolopaſturędeAringiis⁊paſturęde	paſtura δe Monaſteriolo paſturę de Aringiis ⁊ paſturę de
VillaPreſbiteri⁊paſturedeſanhiacocommuniſerat	Villa Preſbiteri ⁊ paſture de ſanhiaco communiſ erat
&qδ̃om̃sſimulpaſturęiſtęcommunes	& qδ̃ om̃s ſimul paſturę iſtę communes
erant.Miloenim	erant . Milo enim
majordeBuxi⁊alterMilo	major de Buxi ⁊ alter Milo
,filiuſFulcuini,⁊Martinuſ,filius	, filiuſ Fulcuini ,⁊ Martinuſ , filius
Anſuini,communitatẽpaſturarũ	Anſuini , communitatẽ paſturarũ
Umb̃tuſdeTilioꝑdiditcauſamſuam	Umb̃tuſ de Tilio ꝑdidit cauſam ſuam
.ApuδMarmaniãfactumẽ	. Apuδ Marmaniã factum ẽ
Teobaldoδegͥſigni,Gilleb̃tofilioej	Teobaldo δe gͥſigni , Gilleb̃to filio ej
⁹,Wiłłmocell̃arioFonteñ,Walt̃oRivallo	⁹, Wiłłmo cell̃ario Fonteñ , Walt̃o Rivallo
patͤUmb̃ti	patͤ Umb̃ti
Raboδi.Ego	Raboδi . Ego
Hemricuſ,d̃igrãEduenſiſepc̃,	Hemricuſ , d̃i grã Eduenſiſ epc̃ ,
notũfacio	notũ facio
qͦdHugode	qͦd Hugo de
BaſſeioapudEduaminteraliaque	Baſſeio apud Eduam inter alia que
diṽſiseccłiisꝓanimaſualargituſeſt,	diṽſis eccłiisꝓ anima ſua largituſ eſt ,
eccłiequoq	eccłie quoq
;FontenetipratũunũqͦδſubGrinnione	; Fonteneti pratũ unũ qͦδ ſub Grinnione
intergͣngiaſ÷etVernerreδedit.Hoclaudavituxor	inter gͣngiaſ ÷ et Vernerre δedit . Hoc laudavit uxor
etfili⁹ejuſHugoetdueſororesejus,	et fili ⁹ ejuſ Hugo et due ſorores ejus ,
FalcaδeEſcaneto⁊JulianaδeAlneto	Falca δe Eſcaneto ⁊ Juliana δe Alneto
,filiiqͦ;earum,	, filii qͦ ; earum ,
GaufriduſdeEſcaneto⁊Hugo	Gaufriduſ de Eſcaneto ⁊ Hugo
δeAlnetocũpatreſuoHugone	δe Alneto cũ patre ſuo Hugone
.Huj⁹δoniteſteſſuntOdo	. Huj ⁹ δoni teſteſ ſunt Odo
frat̃meusδuxBurgunδie⁊	frat̃ meus δux Burgunδie ⁊
PetruſδeBarrocanonicus⁊nepoteſej⁹δemHugoniſ	Petruſ δe Barro canonicus ⁊ nepoteſ ej ⁹ δem Hugoniſ
,Gaufriδ⁹⁊HugoetAltarδus	, Gaufriδ ⁹⁊ Hugo et Altarδus
,RabuſtellusδeVergiaco	, Rabuſtellus δe Vergiaco
.EgoGODEFRIδUS,deigratiaLingonenſis	. Ego GODEFRIδUS , dei gratia Lingonenſis
epiſcopuſ,	epiſcopuſ ,
eccłieFonteneti	eccłie Fonteneti
milleſolidis,partemſuamtotiuſterredeLaniaquã	mille ſolidis , partem ſuam totiuſ terre de Lania quã
partiebat᷑ꝑterciumcũ	partiebat᷑ ꝑ tercium cũ
dñoHugonedeLania&cumlib̃isdñęſaboeth,&	dño Hugone de Lania & cum lib̃is dñę ſaboeth ,&
talipactoqδ̃ipſe	tali pacto qδ̃ ipſe
invitaſua	in vita ſua
qδ̃eandemt̃ramnullialiieccłięvłhominidaret	qδ̃ eandem t̃ram nulli alii eccłię vł homini daret
necvend̃etnecinvademmitt̃et	nec vend̃et nec in vadem mitt̃et
uteamaFontenetoauferret.	ut eam a Fonteneto auferret .
auteoampli⁹redd̃et,eoſacciꝑent	aut eo ampli ⁹ redd̃et , eoſ acciꝑent
monachi,minuſvͦnon.RetinuittamenRogeriuſin	monachi , minuſvͦ non . Retinuit tamen Rogeriuſ in
eaδemterraaaſentiaſsuaſ&uſuariahominũ	eaδem terra aaſentiaſ suaſ & uſuaria hominũ
ſuorum,ſicuthabenthomineſaliorumejuſdemterrę	ſuorum , ſicut habent homineſ aliorum ejuſdem terrę
participũ.	participũ .
vitaſuanonreδim̃et	vita ſua non reδim̃et
,filiuſsuuſautfilia	, filiuſ suuſ aut filia
ſieoshabũitδeconjugeſibilegitimedeſponſata	ſi eos habũit δe conjuge ſibi legitime deſponſata
ſimilit̃redimerepoterit&talepactumeritint̃	ſimilit̃ redimere poterit & tale pactum erit int̃
Rogeriiliberoſ&monachoſqualeint̃ipſum	Rogerii liberoſ & monachoſ quale int̃ ipſum
nonhabũit,	non habũit ,
necipſeinvitaſuareδem̃it,	nec ipſe in vita ſua reδem̃it ,
aliameccłamnecaliũhominẽineanδemt̃rammittet	aliam eccłam nec aliũ hominẽ in eanδem t̃ram mittet
,vłelemoſinamfacienδoſeuvendendovł	, vł elemoſinam facienδo ſeu vendendo vł
invaδemmittendo,ſ;ꝓanimaſua⁊	in vaδem mittendo , ſ ; ꝓ anima ſua ⁊
ꝓanimab;patriſ	ꝓ animab ; patriſ
sui&matriſsuę⁊	sui & matriſ suę ⁊
eaminꝑpetuũdeδitinelemoſinamatq;conceſſit.	eam in ꝑpetuũ deδit in elemoſinam atq ; conceſſit .
Huicreifaciendęaffuit&p̃fuitabbaſArnauδ⁹qui	Huic rei faciendę affuit & p̃fuit abbaſ Arnauδ ⁹ qui
conſilio&aſſenſuſeniorũeccłeꝓhacre	conſilio & aſſenſu ſeniorũ eccłe ꝓ hac re
conceſſitRogerioqd̃aδmortemſuam	conceſſit Rogerio qd̃ aδ mortem ſuam
,ubicũq	, ubicũ q
facientmonachiproeoquantũꝓunoex	facient monachi pro eo quantũ ꝓ uno ex
Rogerioꝓeaδemterradonecmilleſolidoſꝑſolvattreſſextarioſ	Rogerio ꝓ eaδem terra donec mille ſolidoſꝑſolvat treſ ſextarioſ
frumenti&treſtrim̃ſisaδgrangiã	frumenti & treſ trim̃ſis aδ grangiã
illamquãipſevolũit⁊aδmenſuram	illam quã ipſe volũit ⁊ aδ menſuram
illiuſgrangie.UndeſuntteſtesWiłłm	illiuſ grangie . Unde ſunt teſtes Wiłłm
⁹mͦdede	⁹ mͦ de de
ſcharleis,OδomͦdePulteriis,Acelin⁹	ſcharleis , Oδo mͦ de Pulteriis , Acelin ⁹
mͦdeBuxi	mͦ de Buxi
,Philipp⁹mͦ&mͦ	, Philipp ⁹ mͦ & mͦ
qͦq;MontiſBarridecan⁹etAndreaſdñs,	qͦq ; Montiſ Barri decan ⁹ et Andreaſ dñs ,
Wiłłm⁹deLiſiniis,Giſleb̃tuſdeGriſigni	Wiłłm ⁹ de Liſiniis , Giſleb̃tuſ de Griſigni
,SymondeCurtengi.	, Symon de Curtengi .
Eſtetiampactumqδ̃	Eſt etiam pactum qδ̃
filia,facientdeeaδẽterraqd̃	filia , facient de eaδẽ terra qd̃
laudavitpactaomniaiſtiuſcharte,preſente	laudavit pacta omnia iſtiuſ charte , preſente
AnδreaMontiſBarriδomino	Anδrea Montiſ Barri δomino
&multiſaliis,ſcilicetHugoneCatino	& multiſ aliis , ſcilicet Hugone Catino
,SymoneδeCurtengi,Hugonede	, Symone δe Curtengi , Hugone de
Plaaneto&	Plaaneto &
Wiłłmoſororioej⁹,BernardoNarioldi&Bernarδo	Wiłłmo ſororio ej ⁹, Bernardo Narioldi & Bernarδo
deigrãeduenſisepiſcop⁹,tamfuturiſquã	dei grã eduenſis epiſcop ⁹, tam futuriſ quã
preſentib;	preſentib ;
notumfacioqd̃Robertuſdeaſiacoimpigneravitprocentum	notum facio qd̃ Robertuſ de aſiaco impigneravit pro centum
ſolidiseccłięfontenetenſiinmanuarnaudiabb̃ispaſturamterrarum	ſolidis eccłię fontenetenſi in manu arnaudi abb̃is paſturam terrarum
ſuarumdejanhiacoetlaniaaδomniaanimalia	ſuarum de janhiaco et lania aδ omnia animalia
fratrum⁊paſtionem	fratrum ⁊ paſtionem
aδporcos.Adjecitaut̃hancconditionemut	aδ porcos . Adjecit aut̃ hanc conditionem ut
ſimorieumcontigeritſineheredeδe	ſi mori eum contigerit ſine herede δe
,nullaδeceterocuiquam	, nulla δe cetero cuiquam
remanentelicentia	remanente licentia
reδimendi.Affidavitautem	reδimendi . Affidavit autem
idemRobertuſinmanuPaganifiliiHugoniſdeLaniahoc	idem Robertuſ in manu Pagani filii Hugoniſ de Lania hoc
ſefideliterobſervaturum.	ſe fideliter obſervaturum .
;filiuſejuſ,Silveſter	; filiuſ ejuſ , Silveſter
etiamfiliuſmajoriſ&	etiam filiuſ majoriſ &
Wiłłm⁹deFraxino	Wiłłm ⁹ de Fraxino
,monach⁹Fontenetenſis.EgoHENRICUS,dei	, monach ⁹ Fontenetenſis . Ego HENRICUS , dei
grãpreſulEduenſis,fidelib;univerſisnotum	grã preſul Eduenſis , fidelib ; univerſis notum
volofieriqδ̃Hugo	volo fieri qδ̃ Hugo
juniordeMerlegniacopaſturamLucennaci	junior de Merlegniaco paſturam Lucennaci
δimiδiamquampaterſuus	δimiδiam quam pater ſuus
Hugoſenior	Hugo ſenior
dederatinmanuabbatisipſorumArnauδilaudavit.Actum	dederat in manu abbatis ipſorum Arnauδi laudavit . Actum
apuδMonaſteriumsancti	apuδ Monaſterium sancti
JohannisꝑmanumOddoniſduciſBurgundie⁊Anſerici	Johannis ꝑ manum Oddoniſ duciſ Burgundie ⁊ Anſerici
deMonteRegio	de Monte Regio
laudationiſprefatusdux&Anſericus	laudationiſ prefatus dux & Anſericus
,necnonetKalodeLucennaco,Teobalduſ&	, necnon et Kalo de Lucennaco , Teobalduſ &
Giſlebertusde	Giſlebertus de
Griſigni,Haimodeδivione,Petruſdapifer.	Griſigni , Haimo de δivione , Petruſ dapifer .
IpſiveroFontenetenſes	Ipſi vero Fontenetenſes
prohujuſmodiconventione	pro hujuſmodi conventione
decemlibrasillideδerunt.EgoGODEFRIδUS,	decem libras illi deδerunt . Ego GODEFRIδUS ,
;notumfacioqd̃HugoδeNigelliſꝑ	; notum facio qd̃ Hugo δe Nigelliſ ꝑ
manũAndreę	manũ Andreę
,MontiſBarriδñi,conceſſitmonachiseccłieFontenetiomnib	, Montiſ Barri δñi , conceſſit monachis eccłie Fonteneti omnib
;pecorib;ſuisexceptiſporciſpaſturaſ	; pecorib ; ſuis exceptiſ porciſ paſturaſ
totumfinagiumdeNigellis⁊deBaelo	totum finagium de Nigellis ⁊ de Baelo
om̃itempore	om̃i tempore
abſq;damnomeſſis&	abſq ; damno meſſis &
prati,etabſq;hocqd̃	prati , et abſq ; hoc qd̃
cumboſcuspaſtionem	cum boſcus paſtionem
habũitquę	habũit quę
legalit̃aδpaſnagiũdata	legalit̃ aδ paſnagiũ data
ſit&porciſejuſ&	ſit & porciſ ejuſ &
alieniſ,tunc	alieniſ , tunc
pecoramonachoꝝñintrabuntinboſcumej⁹a	pecora monachoꝝ ñ intrabunt in boſcum ej ⁹ a
feſtosc̃iRemigiiuſq;aδoctabasPurificatõiſsc̃eMarie	feſto sc̃i Remigii uſq ; aδ octabas Purificatõiſsc̃e Marie
.Sidamnũfactumfũitinmeſſe	. Si damnũ factum fũit in meſſe
⁊pͣto,abſq;	⁊ pͣto , abſq ;
alialege	alia lege
damnũſolumreſtaurabit᷑.Si	damnũ ſolum reſtaurabit᷑ . Si
porciqͦlibetmͦinboſcoej⁹capti	porci qͦlibet mͦ in boſco ej ⁹ capti
fũint&paſtoreſdixerintqδ̃necſpontenec	fũint & paſtoreſ dixerint qδ̃ nec ſponte nec
ſcient̃eoſinboſcũipſiuſmiſerintmiserintipsiusmots	ſcient̃ eoſ in boſcũ ipſiuſ miſerint miserint ipsius mots
intervertispar	intervertis par
signes//.et/.,	signes //. et /.,
sipaſtorconṽſusfũit,ꝑveritatẽilliuſporcilib̃abunt᷑	si paſtor conṽſus fũit , ꝑ veritatẽ illiuſ porci lib̃abunt᷑
;sivͦm̃cennariuſ,ꝑjuſjuranδũipſiuſ&	; si vͦ m̃cennariuſ , ꝑ juſjuranδũ ipſiuſ &
itaqδ̃adjuſjuranδũnileianteponet᷑.Sipaſtoreſ	ita qδ̃ ad juſjuranδũ nil ei anteponet᷑ . Si paſtoreſ
aſſeverareñpoſſuntqd̃ſponte	aſſeverare ñ poſſunt qd̃ ſponte
porcoſinboſcũejuſñmiſerint:eotemꝑeqͦ	porcoſ in boſcũ ejuſñ miſerint : eo temꝑe qͦ
dataſit,legepaſnagiiporcilib̃abunt᷑;	data ſit , lege paſnagii porci lib̃abunt᷑ ;
ſiboſcuſpaſtiõemnonhabũit,legem̃cennarii	ſi boſcuſ paſtiõem non habũit , lege m̃cennarii
.Quicqͥδin	. Quicqͥδ in
caſam̃toſuo,deditmonachiſ&om̃ejuſsuũde	caſam̃to ſuo , dedit monachiſ & om̃e juſ suũ de
Juvenci,duoſciłcmanſa&.	Juvenci , duo ſciłc manſa &.
XLta.circit̃	XLta . circit̃
pacemeiſinδefaciet	pacem eiſ inδe faciet
.Lauδavitqͦq	. Lauδavit qͦq
;eiſquicqͥδibiacquirerepot̃untabhominib	; eiſ quicqͥδ ibi acquirere pot̃unt ab hominib
⁹illi⁹vł	⁹ illi ⁹ vł
abaliis,ſiveꝑemptõem	ab aliis , ſive ꝑ emptõem
ſiveꝑelemoſinã.Conceſſit&̃	ſive ꝑ elemoſinã . Conceſſit & ̃
infinagioFontanarũ.Etſiqͥs	in finagio Fontanarũ . Et ſi qͥs
hominũipſiuſibialiqͥd	hominũ ipſiuſ ibi aliqͥd
calumniat⁹fũit,	calumniat ⁹ fũit ,
ej⁹manſerit	ej ⁹ manſerit
facietteñemonachis.Siapoſſeejuſreceſſerit	faciet teñe monachis . Si a poſſe ejuſ receſſerit
,auxiliabitur	, auxiliabitur
eoꝝ⁊pace	eoꝝ ⁊ pace
faciet.h̃bonafidefecit&affidaṽin	faciet . h̃ bona fide fecit & affidaṽ in
manudñiAnδree&	manu dñi Anδree &
poſteaſuꝑsc̃aſjuravitreliquiaſ,quęom̃iaconjugem	poſtea ſuꝑ sc̃aſ juravit reliquiaſ , quę om̃ia conjugem
ſuã⁊lib̃osſuoslaudare	ſuã ⁊ lib̃os ſuos laudare
fecit.Propt̃hęcom̃iadediteiabb̃Arnauδ⁹	fecit . Propt̃ hęc om̃ia dedit ei abb̃ Arnauδ ⁹
om̃ib⁹dedit	om̃ib ⁹ dedit
reſponſorẽδñmMontiſBarriAndreã	reſponſorẽ δñm Montiſ Barri Andreã
.Indeſunt	. Inde ſunt
teſtesJorδan⁹archiprb̃rdeTullione,Humb̃t⁹	teſtes Jorδan ⁹ archiprb̃r de Tullione , Humb̃t ⁹
prb̃rδegͥſigni,DñſMontiſBarri	prb̃r δe gͥſigni , Dñſ Montiſ Barri
Andreaſ,Rob̃t⁹deſc̃a	Andreaſ , Rob̃t ⁹ de ſc̃a
